inst,actual,predicted,error,,
7507,0,0.476,0.476,,
7508,0,0.467,0.467,,
7509,1,0.48,-0.52,,
7510,1,0.483,-0.517,,
7511,0,0.496,0.496,,
7512,0,0.467,0.467,,
7513,0,0.466,0.466,,
7514,1,0.492,-0.508,,
7515,1,0.478,-0.522,,
7516,0,0.493,0.493,,
7517,0,0.482,0.482,,
7518,1,0.467,-0.533,,
7519,0,0.495,0.495,,
7520,1,0.488,-0.512,,
7521,0,0.467,0.467,,
7522,0,0.464,0.464,,
7523,0,0.471,0.471,,
7524,1,0.473,-0.527,,
7525,1,0.473,-0.527,,
7526,0,0.463,0.463,,
7527,1,0.489,-0.511,,
7528,1,0.476,-0.524,,
7529,0,0.494,0.494,,
7530,1,0.48,-0.52,,
7531,0,0.483,0.483,,
7532,1,0.49,-0.51,,
7533,0,0.467,0.467,,
7534,1,0.48,-0.52,,
7535,0,0.488,0.488,,
7536,0,0.466,0.466,,
7537,0,0.494,0.494,,
7538,0,0.465,0.465,,
7539,0,0.495,0.495,,
7540,0,0.494,0.494,,
7541,0,0.471,0.471,,
7542,0,0.468,0.468,,
7543,0,0.489,0.489,,
7544,1,0.474,-0.526,,
7545,1,0.485,-0.515,,
7546,1,0.472,-0.528,,
7547,0,0.479,0.479,,
7548,0,0.488,0.488,,
7549,1,0.486,-0.514,,
7550,0,0.465,0.465,,
7551,1,0.478,-0.522,,
7552,0,0.495,0.495,,
7553,1,0.476,-0.524,,
7554,0,0.48,0.48,,
7555,1,0.477,-0.523,,
7556,0,0.495,0.495,,
7557,0,0.465,0.465,,
7558,0,0.47,0.47,,
7559,1,0.484,-0.516,,
7560,0,0.47,0.47,,
7561,0,0.472,0.472,,
7562,0,0.47,0.47,,
7563,0,0.477,0.477,,
7564,0,0.487,0.487,,
7565,1,0.488,-0.512,,
7566,0,0.482,0.482,,
7567,0,0.466,0.466,,
7568,0,0.474,0.474,,
7569,0,0.495,0.495,,
7570,1,0.485,-0.515,,
7571,1,0.472,-0.528,,
7572,1,0.474,-0.526,,
7573,0,0.485,0.485,,
7574,1,0.484,-0.516,,
7575,1,0.49,-0.51,,
7576,1,0.474,-0.526,,
7577,1,0.481,-0.519,,
7578,0,0.495,0.495,,
7579,1,0.471,-0.529,,
7580,1,0.476,-0.524,,
7581,0,0.464,0.464,,
7582,0,0.464,0.464,,
7583,0,0.494,0.494,,
7584,0,0.496,0.496,,
7585,0,0.495,0.495,,
7586,1,0.474,-0.526,,
7587,1,0.486,-0.514,,
7588,1,0.481,-0.519,,
7589,0,0.477,0.477,,
7590,1,0.484,-0.516,,
7591,1,0.483,-0.517,,
7592,1,0.491,-0.509,,
7593,0,0.492,0.492,,
7594,0,0.472,0.472,,
7595,1,0.469,-0.531,,
7596,0,0.482,0.482,,
7597,1,0.468,-0.532,,
7598,0,0.477,0.477,,
7599,1,0.477,-0.523,,
7600,0,0.469,0.469,,
7601,1,0.468,-0.532,,
7602,0,0.491,0.491,,
7603,0,0.479,0.479,,
7604,1,0.486,-0.514,,
7605,1,0.477,-0.523,,
7606,0,0.486,0.486,,
7607,0,0.492,0.492,,
7608,1,0.472,-0.528,,
7609,1,0.486,-0.514,,
7610,1,0.489,-0.511,,
7611,0,0.489,0.489,,
7612,1,0.474,-0.526,,
7613,1,0.481,-0.519,,
7614,0,0.491,0.491,,
7615,0,0.496,0.496,,
7616,1,0.487,-0.513,,
7617,0,0.466,0.466,,
7618,1,0.481,-0.519,,
7619,0,0.494,0.494,,
7620,0,0.463,0.463,,
7621,0,0.464,0.464,,
7622,1,0.477,-0.523,,
7623,0,0.496,0.496,,
7624,0,0.477,0.477,,
7625,0,0.482,0.482,,
7626,1,0.482,-0.518,,
7627,1,0.473,-0.527,,
7628,1,0.485,-0.515,,
7629,1,0.478,-0.522,,
7630,0,0.492,0.492,,
7631,0,0.494,0.494,,
7632,0,0.49,0.49,,
7633,1,0.485,-0.515,,
7634,0,0.48,0.48,,
7635,0,0.49,0.49,,
7636,1,0.483,-0.517,,
7637,1,0.479,-0.521,,
7638,0,0.477,0.477,,
7639,0,0.49,0.49,,
7640,1,0.49,-0.51,,
7641,1,0.49,-0.51,,
7642,1,0.481,-0.519,,
7643,1,0.481,-0.519,,
7644,1,0.483,-0.517,,
7645,0,0.48,0.48,,
7646,0,0.495,0.495,,
7647,0,0.476,0.476,,
7648,0,0.473,0.473,,
7649,0,0.484,0.484,,
7650,0,0.496,0.496,,
7651,0,0.465,0.465,,
7652,1,0.486,-0.514,,
7653,1,0.482,-0.518,,
7654,1,0.467,-0.533,,
7655,1,0.472,-0.528,,
7656,1,0.474,-0.526,,
7657,0,0.49,0.49,,
7658,0,0.494,0.494,,
7659,1,0.467,-0.533,,
7660,0,0.48,0.48,,
7661,0,0.49,0.49,,
7662,0,0.466,0.466,,
7663,0,0.478,0.478,,
7664,0,0.478,0.478,,
7665,0,0.49,0.49,,
7666,1,0.469,-0.531,,
7667,1,0.488,-0.512,,
7668,0,0.496,0.496,,
7669,0,0.497,0.497,,
7670,0,0.465,0.465,,
7671,1,0.483,-0.517,,
7672,1,0.475,-0.525,,
7673,1,0.488,-0.512,,
7674,1,0.467,-0.533,,
7675,1,0.488,-0.512,,
7676,0,0.464,0.464,,
7677,1,0.48,-0.52,,
7678,0,0.478,0.478,,
7679,1,0.48,-0.52,,
7680,0,0.489,0.489,,
7681,0,0.47,0.47,,
7682,0,0.463,0.463,,
7683,0,0.464,0.464,,
7684,1,0.485,-0.515,,
7685,0,0.478,0.478,,
7686,0,0.48,0.48,,
7687,1,0.471,-0.529,,
7688,1,0.47,-0.53,,
7689,0,0.482,0.482,,
7690,0,0.466,0.466,,
7691,1,0.468,-0.532,,
7692,1,0.468,-0.532,,
7693,1,0.484,-0.516,,
7694,1,0.475,-0.525,,
7695,1,0.479,-0.521,,
7696,0,0.474,0.474,,
7697,1,0.487,-0.513,,
7698,1,0.488,-0.512,,
7699,0,0.496,0.496,,
7700,0,0.463,0.463,,
7701,0,0.485,0.485,,
7702,0,0.463,0.463,,
7703,0,0.466,0.466,,
7704,0,0.494,0.494,,
7705,0,0.49,0.49,,
7706,1,0.48,-0.52,,
7707,0,0.465,0.465,,
7708,0,0.48,0.48,,
7709,0,0.475,0.475,,
7710,0,0.464,0.464,,
7711,1,0.489,-0.511,,
7712,1,0.474,-0.526,,
7713,1,0.469,-0.531,,
7714,1,0.473,-0.527,,
7715,0,0.485,0.485,,
7716,1,0.489,-0.511,,
7717,1,0.47,-0.53,,
7718,0,0.491,0.491,,
7719,1,0.485,-0.515,,
7720,0,0.49,0.49,,
7721,1,0.491,-0.509,,
7722,1,0.48,-0.52,,
7723,0,0.482,0.482,,
7724,0,0.465,0.465,,
7725,1,0.471,-0.529,,
7726,0,0.479,0.479,,
7727,1,0.483,-0.517,,
7728,1,0.485,-0.515,,
7729,0,0.491,0.491,,
7730,1,0.48,-0.52,,
7731,0,0.479,0.479,,
7732,0,0.492,0.492,,
7733,0,0.48,0.48,,
7734,1,0.486,-0.514,,
7735,0,0.488,0.488,,
7736,0,0.464,0.464,,
7737,0,0.467,0.467,,
7738,0,0.492,0.492,,
7739,1,0.472,-0.528,,
7740,1,0.467,-0.533,,
7741,1,0.473,-0.527,,
7742,1,0.474,-0.526,,
7743,0,0.465,0.465,,
7744,0,0.476,0.476,,
7745,1,0.473,-0.527,,
7746,1,0.476,-0.524,,
7747,0,0.497,0.497,,
7748,1,0.481,-0.519,,
7749,0,0.493,0.493,,
7750,1,0.48,-0.52,,
7751,0,0.465,0.465,,
7752,0,0.496,0.496,,
7753,0,0.484,0.484,,
7754,1,0.475,-0.525,,
7755,1,0.478,-0.522,,
7756,0,0.472,0.472,,
7757,0,0.476,0.476,,
7758,1,0.477,-0.523,,
7759,0,0.493,0.493,,
7760,0,0.494,0.494,,
7761,1,0.482,-0.518,,
7762,0,0.479,0.479,,
7763,0,0.466,0.466,,
7764,1,0.474,-0.526,,
7765,1,0.484,-0.516,,
7766,1,0.488,-0.512,,
7767,1,0.474,-0.526,,
7768,1,0.484,-0.516,,
7769,1,0.469,-0.531,,
7770,0,0.472,0.472,,
7771,1,0.486,-0.514,,
7772,1,0.49,-0.51,,
7773,0,0.48,0.48,,
7774,0,0.47,0.47,,
7775,0,0.494,0.494,,
7776,0,0.467,0.467,,
7777,1,0.476,-0.524,,
7778,1,0.476,-0.524,,
7779,1,0.482,-0.518,,
7780,0,0.493,0.493,,
7781,1,0.486,-0.514,,
7782,0,0.493,0.493,,
7783,0,0.492,0.492,,
7784,0,0.48,0.48,,
7785,1,0.487,-0.513,,
7786,1,0.482,-0.518,,
7787,0,0.481,0.481,,
7788,1,0.487,-0.513,,
7789,0,0.489,0.489,,
7790,0,0.493,0.493,,
7791,0,0.49,0.49,,
7792,1,0.487,-0.513,,
7793,1,0.47,-0.53,,
7794,0,0.491,0.491,,
7795,0,0.494,0.494,,
7796,0,0.496,0.496,,
7797,0,0.464,0.464,,
7798,0,0.471,0.471,,
7799,0,0.485,0.485,,
7800,1,0.479,-0.521,,
7801,1,0.489,-0.511,,
7802,0,0.466,0.466,,
7803,0,0.464,0.464,,
7804,1,0.485,-0.515,,
7805,0,0.477,0.477,,
7806,0,0.466,0.466,,
7807,0,0.471,0.471,,
7808,0,0.469,0.469,,
7809,0,0.467,0.467,,
7810,1,0.48,-0.52,,
7811,0,0.496,0.496,,
7812,1,0.478,-0.522,,
7813,0,0.491,0.491,,
7814,1,0.479,-0.521,,
7815,1,0.471,-0.529,,
7816,0,0.489,0.489,,
7817,0,0.479,0.479,,
7818,1,0.482,-0.518,,
7819,0,0.465,0.465,,
7820,0,0.494,0.494,,
7821,0,0.475,0.475,,
7822,0,0.482,0.482,,
7823,1,0.467,-0.533,,
7824,1,0.469,-0.531,,
7825,1,0.485,-0.515,,
7826,0,0.485,0.485,,
7827,0,0.48,0.48,,
7828,1,0.483,-0.517,,
7829,0,0.495,0.495,,
7830,1,0.478,-0.522,,
7831,0,0.492,0.492,,
7832,1,0.472,-0.528,,
7833,0,0.474,0.474,,
7834,0,0.467,0.467,,
7835,0,0.47,0.47,,
7836,1,0.486,-0.514,,
7837,0,0.494,0.494,,
7838,0,0.479,0.479,,
7839,0,0.472,0.472,,
7840,0,0.483,0.483,,
7841,0,0.465,0.465,,
7842,0,0.49,0.49,,
7843,0,0.478,0.478,,
7844,1,0.476,-0.524,,
7845,0,0.465,0.465,,
7846,1,0.489,-0.511,,
7847,1,0.486,-0.514,,
7848,0,0.467,0.467,,
7849,0,0.482,0.482,,
7850,1,0.476,-0.524,,
7851,0,0.467,0.467,,
7852,1,0.485,-0.515,,
7853,1,0.477,-0.523,,
7854,0,0.492,0.492,,
7855,1,0.485,-0.515,,
7856,1,0.477,-0.523,,
7857,0,0.493,0.493,,
7858,0,0.495,0.495,,
7859,0,0.492,0.492,,
7860,1,0.473,-0.527,,
7861,1,0.471,-0.529,,
7862,1,0.477,-0.523,,
7863,1,0.468,-0.532,,
7864,1,0.472,-0.528,,
7865,0,0.468,0.468,,
7866,1,0.474,-0.526,,
7867,1,0.488,-0.512,,
7868,1,0.49,-0.51,,
7869,0,0.465,0.465,,
7870,1,0.478,-0.522,,
7871,0,0.478,0.478,,
7872,0,0.466,0.466,,
7873,1,0.48,-0.52,,
7874,0,0.485,0.485,,
7875,0,0.48,0.48,,
7876,0,0.474,0.474,,
7877,1,0.488,-0.512,,
7878,1,0.485,-0.515,,
7879,1,0.474,-0.526,,
7880,1,0.473,-0.527,,
7881,1,0.476,-0.524,,
7882,0,0.463,0.463,,
7883,0,0.48,0.48,,
7884,1,0.468,-0.532,,
7885,0,0.471,0.471,,
7886,1,0.485,-0.515,,
7887,0,0.492,0.492,,
7888,1,0.478,-0.522,,
7889,0,0.488,0.488,,
7890,1,0.47,-0.53,,
7891,1,0.473,-0.527,,
7892,0,0.49,0.49,,
7893,0,0.494,0.494,,
7894,1,0.472,-0.528,,
7895,1,0.478,-0.522,,
7896,1,0.49,-0.51,,
7897,0,0.494,0.494,,
7898,0,0.495,0.495,,
7899,0,0.482,0.482,,
7900,1,0.483,-0.517,,
7901,0,0.466,0.466,,
7902,1,0.477,-0.523,,
7903,0,0.493,0.493,,
7904,0,0.495,0.495,,
7905,1,0.471,-0.529,,
7906,1,0.48,-0.52,,
7907,0,0.465,0.465,,
7908,0,0.478,0.478,,
7909,0,0.478,0.478,,
7910,0,0.467,0.467,,
7911,1,0.476,-0.524,,
7912,0,0.484,0.484,,
7913,0,0.49,0.49,,
7914,0,0.466,0.466,,
7915,1,0.475,-0.525,,
7916,0,0.484,0.484,,
7917,1,0.487,-0.513,,
7918,0,0.465,0.465,,
7919,0,0.491,0.491,,
7920,1,0.479,-0.521,,
7921,1,0.469,-0.531,,
7922,1,0.477,-0.523,,
7923,0,0.485,0.485,,
7924,0,0.464,0.464,,
7925,1,0.49,-0.51,,
7926,1,0.471,-0.529,,
7927,1,0.486,-0.514,,
7928,1,0.467,-0.533,,
7929,0,0.478,0.478,,
7930,1,0.468,-0.532,,
7931,1,0.482,-0.518,,
7932,0,0.468,0.468,,
7933,1,0.479,-0.521,,
7934,0,0.469,0.469,,
7935,0,0.468,0.468,,
7936,0,0.463,0.463,,
7937,0,0.495,0.495,,
7938,1,0.484,-0.516,,
7939,1,0.49,-0.51,,
7940,0,0.49,0.49,,
7941,0,0.463,0.463,,
7942,0,0.482,0.482,,
7943,1,0.49,-0.51,,
7944,0,0.463,0.463,,
7945,1,0.468,-0.532,,
7946,0,0.496,0.496,,
7947,1,0.483,-0.517,,
7948,0,0.47,0.47,,
7949,0,0.477,0.477,,
7950,1,0.486,-0.514,,
7951,0,0.492,0.492,,
7952,0,0.48,0.48,,
7953,1,0.471,-0.529,,
7954,0,0.475,0.475,,
7955,1,0.473,-0.527,,
7956,1,0.48,-0.52,,
7957,0,0.47,0.47,,
7958,0,0.472,0.472,,
7959,0,0.487,0.487,,
7960,1,0.484,-0.516,,
7961,1,0.471,-0.529,,
7962,1,0.477,-0.523,,
7963,1,0.484,-0.516,,
7964,1,0.475,-0.525,,
7965,0,0.467,0.467,,
7966,1,0.484,-0.516,,
7967,1,0.486,-0.514,,
7968,1,0.488,-0.512,,
7969,1,0.475,-0.525,,
7970,0,0.489,0.489,,
7971,0,0.465,0.465,,
7972,1,0.47,-0.53,,
7973,1,0.486,-0.514,,
7974,0,0.463,0.463,,
7975,1,0.484,-0.516,,
7976,0,0.463,0.463,,
7977,0,0.468,0.468,,
7978,0,0.475,0.475,,
7979,0,0.471,0.471,,
7980,1,0.489,-0.511,,
7981,0,0.487,0.487,,
7982,0,0.477,0.477,,
7983,0,0.488,0.488,,
7984,1,0.483,-0.517,,
7985,1,0.486,-0.514,,
7986,1,0.483,-0.517,,
7987,0,0.463,0.463,,
7988,0,0.464,0.464,,
7989,0,0.464,0.464,,
7990,0,0.482,0.482,,
7991,0,0.47,0.47,,
7992,1,0.482,-0.518,,
7993,0,0.465,0.465,,
7994,0,0.463,0.463,,
7995,0,0.492,0.492,,
7996,0,0.468,0.468,,
7997,1,0.472,-0.528,,
7998,1,0.476,-0.524,,
7999,1,0.473,-0.527,,
8000,0,0.476,0.476,,
8001,0,0.467,0.467,,
8002,1,0.485,-0.515,,
8003,0,0.474,0.474,,
8004,0,0.463,0.463,,
8005,0,0.466,0.466,,
8006,1,0.478,-0.522,,
8007,1,0.485,-0.515,,
8008,0,0.493,0.493,,
8009,1,0.473,-0.527,,
8010,0,0.493,0.493,,
8011,1,0.482,-0.518,,
8012,0,0.493,0.493,,
8013,1,0.473,-0.527,,
8014,0,0.496,0.496,,
8015,0,0.464,0.464,,
8016,1,0.482,-0.518,,
8017,0,0.496,0.496,,
8018,0,0.463,0.463,,
8019,0,0.484,0.484,,
8020,1,0.479,-0.521,,
8021,0,0.466,0.466,,
8022,0,0.48,0.48,,
8023,1,0.468,-0.532,,
8024,1,0.489,-0.511,,
8025,1,0.478,-0.522,,
8026,0,0.491,0.491,,
8027,0,0.491,0.491,,
8028,1,0.486,-0.514,,
8029,0,0.468,0.468,,
8030,1,0.49,-0.51,,
8031,0,0.463,0.463,,
8032,0,0.493,0.493,,
8033,0,0.483,0.483,,
8034,1,0.477,-0.523,,
8035,1,0.478,-0.522,,
8036,1,0.469,-0.531,,
8037,1,0.48,-0.52,,
8038,1,0.48,-0.52,,
8039,0,0.465,0.465,,
8040,0,0.487,0.487,,
8041,1,0.485,-0.515,,
8042,0,0.494,0.494,,
8043,0,0.473,0.473,,
8044,0,0.471,0.471,,
8045,0,0.494,0.494,,
8046,1,0.491,-0.509,,
8047,0,0.494,0.494,,
8048,0,0.49,0.49,,
8049,1,0.471,-0.529,,
8050,0,0.463,0.463,,
8051,1,0.483,-0.517,,
8052,0,0.484,0.484,,
8053,0,0.466,0.466,,
8054,0,0.464,0.464,,
8055,0,0.497,0.497,,
8056,1,0.476,-0.524,,
8057,1,0.473,-0.527,,
8058,1,0.472,-0.528,,
8059,0,0.469,0.469,,
8060,0,0.463,0.463,,
8061,0,0.465,0.465,,
8062,0,0.49,0.49,,
8063,0,0.469,0.469,,
8064,0,0.489,0.489,,
8065,0,0.463,0.463,,
8066,1,0.471,-0.529,,
8067,1,0.49,-0.51,,
8068,1,0.492,-0.508,,
8069,0,0.49,0.49,,
8070,0,0.477,0.477,,
8071,1,0.48,-0.52,,
8072,0,0.488,0.488,,
8073,1,0.487,-0.513,,
8074,0,0.465,0.465,,
8075,0,0.495,0.495,,
8076,1,0.475,-0.525,,
8077,1,0.472,-0.528,,
8078,1,0.493,-0.507,,
8079,0,0.472,0.472,,
8080,1,0.48,-0.52,,
8081,1,0.487,-0.513,,
8082,1,0.467,-0.533,,
8083,1,0.485,-0.515,,
8084,1,0.477,-0.523,,
8085,1,0.473,-0.527,,
8086,0,0.466,0.466,,
8087,0,0.486,0.486,,
8088,0,0.471,0.471,,
8089,0,0.465,0.465,,
8090,0,0.494,0.494,,
8091,1,0.493,-0.507,,
8092,1,0.488,-0.512,,
8093,0,0.473,0.473,,
8094,0,0.464,0.464,,
8095,1,0.482,-0.518,,
8096,0,0.468,0.468,,
8097,0,0.468,0.468,,
8098,0,0.483,0.483,,
8099,1,0.471,-0.529,,
8100,1,0.473,-0.527,,
8101,0,0.486,0.486,,
8102,1,0.491,-0.509,,
8103,1,0.486,-0.514,,
8104,0,0.488,0.488,,
8105,0,0.475,0.475,,
8106,1,0.477,-0.523,,
8107,1,0.475,-0.525,,
8108,1,0.482,-0.518,,
8109,0,0.478,0.478,,
8110,1,0.488,-0.512,,
8111,1,0.47,-0.53,,
8112,1,0.467,-0.533,,
8113,0,0.465,0.465,,
8114,1,0.48,-0.52,,
8115,0,0.463,0.463,,
8116,1,0.477,-0.523,,
8117,0,0.493,0.493,,
8118,1,0.486,-0.514,,
8119,1,0.475,-0.525,,
8120,1,0.491,-0.509,,
8121,0,0.465,0.465,,
8122,1,0.479,-0.521,,
8123,1,0.468,-0.532,,
8124,0,0.467,0.467,,
8125,0,0.497,0.497,,
8126,1,0.487,-0.513,,
8127,1,0.468,-0.532,,
8128,0,0.496,0.496,,
8129,1,0.488,-0.512,,
8130,1,0.476,-0.524,,
8131,0,0.476,0.476,,
8132,1,0.468,-0.532,,
8133,0,0.468,0.468,,
8134,0,0.464,0.464,,
8135,1,0.476,-0.524,,
8136,0,0.486,0.486,,
8137,0,0.48,0.48,,
8138,1,0.468,-0.532,,
8139,1,0.483,-0.517,,
8140,0,0.466,0.466,,
8141,1,0.481,-0.519,,
8142,1,0.468,-0.532,,
8143,1,0.482,-0.518,,
8144,0,0.494,0.494,,
8145,1,0.49,-0.51,,
8146,0,0.48,0.48,,
8147,1,0.489,-0.511,,
8148,0,0.469,0.469,,
8149,1,0.47,-0.53,,
8150,1,0.473,-0.527,,
8151,1,0.485,-0.515,,
8152,1,0.469,-0.531,,
8153,1,0.489,-0.511,,
8154,0,0.47,0.47,,
8155,0,0.493,0.493,,
8156,1,0.476,-0.524,,
8157,0,0.466,0.466,,
8158,0,0.491,0.491,,
8159,0,0.494,0.494,,
8160,0,0.492,0.492,,
8161,1,0.477,-0.523,,
8162,0,0.464,0.464,,
8163,1,0.47,-0.53,,
8164,0,0.488,0.488,,
8165,1,0.472,-0.528,,
8166,0,0.493,0.493,,
8167,0,0.463,0.463,,
8168,0,0.465,0.465,,
8169,1,0.477,-0.523,,
8170,0,0.465,0.465,,
8171,0,0.49,0.49,,
8172,1,0.47,-0.53,,
8173,1,0.487,-0.513,,
8174,1,0.484,-0.516,,
8175,0,0.467,0.467,,
8176,0,0.479,0.479,,
8177,0,0.496,0.496,,
8178,1,0.474,-0.526,,
8179,1,0.476,-0.524,,
8180,1,0.478,-0.522,,
8181,1,0.472,-0.528,,
8182,1,0.478,-0.522,,
8183,0,0.47,0.47,,
8184,1,0.49,-0.51,,
8185,0,0.49,0.49,,
8186,0,0.494,0.494,,
8187,0,0.482,0.482,,
8188,0,0.467,0.467,,
8189,0,0.485,0.485,,
8190,0,0.468,0.468,,
8191,1,0.472,-0.528,,
8192,0,0.474,0.474,,
8193,1,0.487,-0.513,,
8194,0,0.466,0.466,,
8195,1,0.476,-0.524,,
8196,0,0.465,0.465,,
8197,1,0.492,-0.508,,
8198,0,0.464,0.464,,
8199,1,0.479,-0.521,,
8200,0,0.481,0.481,,
8201,0,0.479,0.479,,
8202,0,0.466,0.466,,
8203,1,0.478,-0.522,,
8204,0,0.496,0.496,,
8205,1,0.483,-0.517,,
8206,1,0.49,-0.51,,
8207,0,0.483,0.483,,
8208,1,0.481,-0.519,,
8209,0,0.464,0.464,,
8210,1,0.472,-0.528,,
8211,0,0.472,0.472,,
8212,1,0.482,-0.518,,
8213,0,0.469,0.469,,
8214,0,0.494,0.494,,
8215,1,0.49,-0.51,,
8216,1,0.487,-0.513,,
8217,0,0.492,0.492,,
8218,1,0.474,-0.526,,
8219,0,0.49,0.49,,
8220,0,0.477,0.477,,
8221,0,0.48,0.48,,
8222,0,0.494,0.494,,
8223,0,0.483,0.483,,
8224,1,0.49,-0.51,,
8225,1,0.47,-0.53,,
8226,1,0.479,-0.521,,
8227,0,0.491,0.491,,
8228,1,0.482,-0.518,,
8229,0,0.465,0.465,,
8230,1,0.484,-0.516,,
8231,0,0.47,0.47,,
8232,1,0.469,-0.531,,
8233,1,0.491,-0.509,,
8234,1,0.488,-0.512,,
8235,0,0.464,0.464,,
8236,1,0.486,-0.514,,
8237,1,0.481,-0.519,,
8238,1,0.482,-0.518,,
8239,0,0.491,0.491,,
8240,0,0.467,0.467,,
8241,0,0.474,0.474,,
8242,0,0.496,0.496,,
8243,1,0.473,-0.527,,
8244,1,0.478,-0.522,,
8245,0,0.477,0.477,,
8246,1,0.478,-0.522,,
8247,0,0.488,0.488,,
8248,0,0.49,0.49,,
8249,1,0.473,-0.527,,
8250,0,0.489,0.489,,
8251,0,0.471,0.471,,
8252,0,0.495,0.495,,
8253,0,0.492,0.492,,
8254,0,0.467,0.467,,
8255,1,0.468,-0.532,,
8256,0,0.481,0.481,,
8257,1,0.49,-0.51,,
8258,1,0.469,-0.531,,
8259,0,0.466,0.466,,
8260,0,0.463,0.463,,
8261,1,0.486,-0.514,,
8262,0,0.495,0.495,,
8263,1,0.471,-0.529,,
8264,1,0.491,-0.509,,
8265,0,0.466,0.466,,
8266,1,0.475,-0.525,,
8267,1,0.473,-0.527,,
8268,1,0.48,-0.52,,
8269,1,0.483,-0.517,,
8270,1,0.482,-0.518,,
8271,1,0.477,-0.523,,
8272,0,0.482,0.482,,
8273,0,0.463,0.463,,
8274,1,0.472,-0.528,,
8275,1,0.483,-0.517,,
8276,0,0.466,0.466,,
8277,0,0.465,0.465,,
8278,1,0.479,-0.521,,
8279,0,0.478,0.478,,
8280,0,0.47,0.47,,
8281,0,0.467,0.467,,
8282,0,0.478,0.478,,
8283,0,0.48,0.48,,
8284,0,0.491,0.491,,
8285,0,0.495,0.495,,
8286,0,0.465,0.465,,
8287,0,0.494,0.494,,
8288,1,0.48,-0.52,,
8289,0,0.49,0.49,,
8290,1,0.486,-0.514,,
8291,1,0.482,-0.518,,
8292,1,0.481,-0.519,,
8293,1,0.477,-0.523,,
8294,1,0.481,-0.519,,
8295,0,0.465,0.465,,
8296,1,0.469,-0.531,,
8297,1,0.485,-0.515,,
8298,0,0.485,0.485,,
8299,1,0.472,-0.528,,
8300,0,0.465,0.465,,
8301,0,0.466,0.466,,
8302,1,0.483,-0.517,,
8303,0,0.47,0.47,,
8304,0,0.489,0.489,,
8305,1,0.467,-0.533,,
8306,0,0.492,0.492,,
8307,1,0.484,-0.516,,
8308,1,0.477,-0.523,,
8309,1,0.478,-0.522,,
8310,0,0.478,0.478,,
8311,1,0.487,-0.513,,
8312,0,0.495,0.495,,
8313,1,0.487,-0.513,,
8314,0,0.465,0.465,,
8315,1,0.488,-0.512,,
8316,0,0.465,0.465,,
8317,1,0.491,-0.509,,
8318,0,0.483,0.483,,
8319,0,0.496,0.496,,
8320,0,0.49,0.49,,
8321,0,0.48,0.48,,
8322,0,0.477,0.477,,
8323,0,0.495,0.495,,
8324,0,0.468,0.468,,
8325,0,0.487,0.487,,
8326,0,0.471,0.471,,
8327,1,0.479,-0.521,,
8328,1,0.473,-0.527,,
8329,0,0.477,0.477,,
8330,0,0.472,0.472,,
8331,0,0.465,0.465,,
8332,0,0.466,0.466,,
8333,0,0.481,0.481,,
8334,0,0.482,0.482,,
8335,0,0.486,0.486,,
8336,0,0.464,0.464,,
8337,1,0.485,-0.515,,
8338,0,0.468,0.468,,
8339,0,0.482,0.482,,
8340,0,0.485,0.485,,
8341,1,0.484,-0.516,,
8342,0,0.495,0.495,,
8343,0,0.492,0.492,,
8344,1,0.49,-0.51,,
8345,0,0.464,0.464,,
8346,1,0.478,-0.522,,
8347,1,0.478,-0.522,,
8348,0,0.486,0.486,,
8349,1,0.481,-0.519,,
8350,0,0.494,0.494,,
8351,0,0.492,0.492,,
8352,0,0.464,0.464,,
8353,1,0.469,-0.531,,
8354,1,0.483,-0.517,,
8355,0,0.495,0.495,,
8356,1,0.471,-0.529,,
8357,1,0.487,-0.513,,
8358,0,0.482,0.482,,
8359,0,0.466,0.466,,
8360,1,0.486,-0.514,,
8361,0,0.496,0.496,,
8362,0,0.494,0.494,,
8363,1,0.473,-0.527,,
8364,1,0.479,-0.521,,
8365,1,0.488,-0.512,,
8366,0,0.495,0.495,,
8367,0,0.492,0.492,,
8368,0,0.472,0.472,,
8369,0,0.491,0.491,,
8370,1,0.486,-0.514,,
8371,0,0.479,0.479,,
8372,0,0.472,0.472,,
8373,0,0.468,0.468,,
8374,1,0.483,-0.517,,
8375,1,0.469,-0.531,,
8376,0,0.495,0.495,,
8377,0,0.496,0.496,,
8378,1,0.475,-0.525,,
8379,0,0.477,0.477,,
8380,1,0.476,-0.524,,
8381,0,0.478,0.478,,
8382,1,0.472,-0.528,,
8383,1,0.481,-0.519,,
8384,1,0.474,-0.526,,
8385,0,0.495,0.495,,
8386,0,0.487,0.487,,
8387,0,0.493,0.493,,
8388,0,0.496,0.496,,
8389,1,0.486,-0.514,,
8390,0,0.465,0.465,,
8391,0,0.487,0.487,,
8392,0,0.467,0.467,,
8393,1,0.483,-0.517,,
8394,0,0.464,0.464,,
8395,1,0.475,-0.525,,
8396,1,0.471,-0.529,,
8397,1,0.469,-0.531,,
8398,1,0.486,-0.514,,
8399,0,0.492,0.492,,
8400,1,0.474,-0.526,,
8401,0,0.489,0.489,,
8402,1,0.475,-0.525,,
8403,0,0.465,0.465,,
8404,0,0.465,0.465,,
8405,0,0.465,0.465,,
8406,0,0.491,0.491,,
8407,0,0.492,0.492,,
8408,0,0.466,0.466,,
8409,1,0.492,-0.508,,
8410,1,0.471,-0.529,,
8411,0,0.493,0.493,,
